'time', 'Temp'
'1:25:24', 22.90
'1:25:26', 23.00
'1:25:28', 23.00
'1:25:31', 23.00
'1:25:33', 22.80
'1:25:35', 23.00
'1:25:37', 23.00
'1:25:39', 23.00
'1:25:41', 22.90
'1:25:43', 23.00
'1:25:46', 23.00
'1:25:48', 23.00
'1:25:50', 22.90
'1:25:52', 23.00
'1:25:54', 23.00
'1:25:56', 23.00
'1:25:58', 23.00
'1:26:0', 23.00
'1:26:3', 23.00
'1:26:5', 23.00
'1:26:7', 23.00
'1:26:9', 22.90
'1:26:11', 23.00
'1:26:13', 22.80
'1:26:15', 23.00
'1:26:17', 23.00
'1:26:20', 23.00
'1:26:22', 23.00
'1:26:24', 23.00
'1:26:26', 23.00
'1:26:28', 23.00
'1:26:30', 23.00
'1:26:32', 23.00
'1:26:35', 23.00
'1:26:37', 23.00
'1:26:39', 23.00
'1:26:41', 23.00
'1:26:43', 23.00
'1:26:45', 23.00
'1:26:47', 22.90
'1:26:49', 22.90
'1:26:52', 23.00
'1:26:54', 23.10
'1:26:56', 23.00
'1:26:58', 23.00
'1:27:0', 23.00
'1:27:2', 22.90
'1:27:4', 23.00
'1:27:6', 23.00
'1:27:9', 23.00
'1:27:11', 23.00
'1:27:13', 22.90
'1:27:15', 23.00
'1:27:17', 23.00
'1:27:19', 23.00
'1:27:21', 23.00
'1:27:24', 23.00
'1:27:26', 23.00
'1:27:28', 23.00
'1:27:30', 23.00
'1:27:32', 23.00
'1:27:34', 23.00
'1:27:36', 23.00
'1:27:38', 23.00
'1:27:41', 23.00
'1:27:43', 23.00
'1:27:45', 23.00
'1:27:47', 23.00
'1:27:49', 23.00
'1:27:51', 23.00
'1:27:53', 23.00
'1:27:55', 23.00
'1:27:58', 23.00
'1:28:0', 23.00
'1:28:2', 23.00
'1:28:4', 22.90
'1:28:6', 23.00
'1:28:8', 23.00
'1:28:10', 23.00
'1:28:13', 22.90
'1:28:15', 23.00
'1:28:17', 23.00
'1:28:19', 23.00
'1:28:21', 22.90
'1:28:23', 22.90
'1:28:25', 23.00
'1:28:27', 22.90
'1:28:30', 22.90
'1:28:32', 23.00
'1:28:34', 23.00
'1:28:36', 23.00
'1:28:38', 23.00
'1:28:40', 22.90
'1:28:42', 23.00
'1:28:44', 22.90
'1:28:47', 23.00
'1:28:49', 22.90
'1:28:51', 22.90
'1:28:53', 23.00
'1:28:55', 23.00
'1:28:57', 22.90
'1:28:59', 22.90
'1:29:2', 22.90
'1:29:4', 22.90
'1:29:6', 22.90
'1:29:8', 22.90
'1:29:10', 22.90
'1:29:12', 22.90
'1:29:14', 22.90
'1:29:16', 22.90
'1:29:19', 22.90
'1:29:21', 23.00
'1:29:23', 22.90
'1:29:25', 23.00
'1:29:27', 22.90
'1:29:29', 22.90
'1:29:31', 22.90
'1:29:34', 22.90
'1:29:36', 23.00
'1:29:38', 22.90
'1:29:40', 23.00
'1:29:42', 22.90
'1:29:44', 22.90
'1:29:46', 22.90
'1:29:48', 23.00
'1:29:51', 22.90
'1:29:53', 23.00
'1:29:55', 23.00
'1:29:57', 23.00
'1:29:59', 23.00
'1:30:1', 23.00
'1:30:3', 22.90
'1:30:5', 22.90
'1:30:8', 22.90
'1:30:10', 22.90
'1:30:12', 22.90
'1:30:14', 22.90
'1:30:16', 22.90
'1:30:18', 22.90
'1:30:20', 23.00
'1:30:23', 22.90
'1:30:25', 22.90
'1:30:27', 22.90
'1:30:29', 22.90
'1:30:31', 22.90
'1:30:33', 22.90
'1:30:35', 22.90
'1:30:37', 22.90
'1:30:40', 23.00
'1:30:42', 22.90
'1:30:44', 22.90
'1:30:46', 22.80
'1:30:48', 22.90
'1:30:50', 23.00
'1:30:52', 22.90
'1:30:55', 22.90
'1:30:57', 23.00
'1:30:59', 23.00
'1:31:1', 22.90
'1:31:3', 22.90
'1:31:5', 22.90
'1:31:7', 22.90
'1:31:9', 22.90
'1:31:12', 22.90
'1:31:14', 22.90
'1:31:16', 22.90
'1:31:18', 22.90
'1:31:20', 23.00
'1:31:22', 23.00
'1:31:24', 22.90
'1:31:26', 22.90
'1:31:29', 22.90
'1:31:31', 22.80
'1:31:33', 22.90
'1:31:35', 22.90
'1:31:37', 22.90
'1:31:39', 22.90
'1:31:41', 22.90
'1:31:43', 22.90
'1:31:46', 22.90
'1:31:48', 22.90
'1:31:50', 23.00
'1:31:52', 22.90
'1:31:54', 22.90
'1:31:56', 22.90
'1:31:58', 22.90
'1:32:1', 22.90
'1:32:3', 22.90
'1:32:5', 22.90
'1:32:7', 22.90
'1:32:9', 22.90
'1:32:11', 22.90
'1:32:13', 22.90
'1:32:15', 22.90
'1:32:18', 22.90
'1:32:20', 22.90
'1:32:22', 22.90
'1:32:24', 22.90
'1:32:26', 22.90
'1:32:28', 22.90
'1:32:30', 22.90
'1:32:32', 22.90
'1:32:35', 22.90
'1:32:37', 22.90
'1:32:39', 23.00
'1:32:41', 22.90
'1:32:43', 22.90
'1:32:45', 22.90
'1:32:47', 22.90
'1:32:50', 22.90
'1:32:52', 22.90
'1:32:54', 22.90
'1:32:56', 22.90
'1:32:58', 22.90
'1:33:0', 22.80
'1:33:2', 22.90
'1:33:4', 22.90
'1:33:7', 22.90
'1:33:9', 22.90
'1:33:11', 22.90
'1:33:13', 22.90
'1:33:15', 22.90
'1:33:17', 22.90
'1:33:19', 22.90
'1:33:22', 22.90
'1:33:24', 22.90
'1:33:26', 22.90
'1:33:28', 22.90
'1:33:30', 23.00
'1:33:32', 22.80
'1:33:34', 22.90
'1:33:36', 22.90
'1:33:39', 22.90
'1:33:41', 22.90
'1:33:43', 22.90
'1:33:45', 22.90
'1:33:47', 22.80
'1:33:49', 23.00
'1:33:51', 22.90
'1:33:53', 22.90
'1:33:56', 23.00
'1:33:58', 22.80
'1:34:0', 22.90
'1:34:2', 22.90
'1:34:4', 22.90
'1:34:6', 22.80
'1:34:8', 22.90
'1:34:11', 22.90
'1:34:13', 22.90
'1:34:15', 22.90
'1:34:17', 22.80
'1:34:19', 22.90
'1:34:21', 23.00
'1:34:23', 22.90
'1:34:25', 22.90
'1:34:28', 22.90
'1:34:30', 22.90
'1:34:32', 22.80
'1:34:34', 22.80
'1:34:36', 22.80
'1:34:38', 22.80
'1:34:40', 22.80
'1:34:42', 22.90
'1:34:45', 22.90
'1:34:47', 22.90
'1:34:49', 22.80
'1:34:51', 22.90
'1:34:53', 22.80
'1:34:55', 22.80
'1:34:57', 22.90
'1:35:0', 22.80
'1:35:2', 22.80
'1:35:4', 22.80
'1:35:6', 22.90
'1:35:8', 22.90
'1:35:10', 22.90
'1:35:12', 22.80
'1:35:14', 22.80
'1:35:17', 22.80
'1:35:19', 22.80
'1:35:21', 22.90
'1:35:23', 22.80
'1:35:25', 22.80
'1:35:27', 22.90
'1:35:29', 22.80
'1:35:32', 22.80
'1:35:34', 22.80
'1:35:36', 22.80
'1:35:38', 22.90
'1:35:40', 22.80
'1:35:42', 23.00
'1:35:44', 22.80
'1:35:46', 22.80
'1:35:49', 22.90
'1:35:51', 22.80
'1:35:53', 22.90
'1:35:55', 22.80
'1:35:57', 23.00
'1:35:59', 22.80
'1:36:1', 22.80
'1:36:3', 22.90
'1:36:6', 22.80
'1:36:8', 22.80
'1:36:10', 22.80
'1:36:12', 22.80
'1:36:14', 22.80
'1:36:16', 22.90
'1:36:18', 22.80
'1:36:21', 23.00
'1:36:23', 22.80
'1:36:25', 22.80
'1:36:27', 22.80
'1:36:29', 22.90
'1:36:31', 22.90
'1:36:33', 22.80
'1:36:35', 22.80
'1:36:38', 22.80
'1:36:40', 22.80
'1:36:42', 22.80
'1:36:44', 22.90
'1:36:46', 22.90
'1:36:48', 22.80
'1:36:50', 22.80
'1:36:52', 22.80
'1:36:55', 22.80
'1:36:57', 22.80
'1:36:59', 22.90
'1:37:1', 22.80
'1:37:3', 22.80
'1:37:5', 22.90
'1:37:7', 22.90
'1:37:10', 22.80
'1:37:12', 22.80
'1:37:14', 22.80
'1:37:16', 22.80
'1:37:18', 22.90
'1:37:20', 22.80
'1:37:22', 22.80
'1:37:24', 22.90
'1:37:27', 22.80
'1:37:29', 22.80
'1:37:31', 22.80
'1:37:33', 22.80
'1:37:35', 22.80
'1:37:37', 22.80
'1:37:39', 22.80
'1:37:41', 22.80
'1:37:44', 22.80
'1:37:46', 23.00
'1:37:48', 22.80
'1:37:50', 22.80
'1:37:52', 22.80
'1:37:54', 22.80
'1:37:56', 22.80
'1:37:59', 22.80
'1:38:1', 22.80
'1:38:3', 22.80
'1:38:5', 22.80
'1:38:7', 22.80
'1:38:9', 22.80
'1:38:11', 22.80
'1:38:13', 22.80
'1:38:16', 22.80
'1:38:18', 22.80
'1:38:20', 22.80
'1:38:22', 22.80
'1:38:24', 22.80
'1:38:26', 22.80
'1:38:28', 22.80
'1:38:30', 22.80
'1:38:33', 22.80
'1:38:35', 22.90
'1:38:37', 22.80
'1:38:39', 22.80
'1:38:41', 22.80
'1:38:43', 22.80
'1:38:45', 22.80
'1:38:48', 22.80
'1:38:50', 22.80
'1:38:52', 22.80
'1:38:54', 22.80
'1:38:56', 22.80
'1:38:58', 22.80
'1:39:0', 22.80
'1:39:2', 22.90
'1:39:5', 22.80
'1:39:7', 22.80
'1:39:9', 22.80
'1:39:11', 22.80
'1:39:13', 22.80
'1:39:15', 22.80
'1:39:17', 22.80
'1:39:19', 22.80
'1:39:22', 22.80
'1:39:24', 22.70
'1:39:26', 22.80
'1:39:28', 22.80
'1:39:30', 22.80
'1:39:32', 22.80
'1:39:34', 22.80
'1:39:37', 22.80
'1:39:39', 22.80
'1:39:41', 22.90
'1:39:43', 22.80
'1:39:45', 22.80
'1:39:47', 22.80
'1:39:49', 22.80
'1:39:51', 22.80
'1:39:54', 22.80
'1:39:56', 22.80
'1:39:58', 22.80
'1:40:0', 22.80
'1:40:2', 22.80
'1:40:4', 22.80
'1:40:6', 22.80
'1:40:8', 22.80
'1:40:11', 22.80
'1:40:13', 22.80
'1:40:15', 22.80
'1:40:17', 22.80
'1:40:19', 22.80
'1:40:21', 22.80
'1:40:23', 22.80
'1:40:26', 22.80
'1:40:28', 22.80
'1:40:30', 22.80
'1:40:32', 22.80
'1:40:34', 22.80
'1:40:36', 22.80
'1:40:38', 22.80
'1:40:40', 22.80
'1:40:43', 22.80
'1:40:45', 22.80
'1:40:47', 22.80
'1:40:49', 22.80
'1:40:51', 22.80
'1:40:53', 22.80
'1:40:55', 22.80
'1:40:57', 22.80
'1:41:0', 22.80
'1:41:2', 22.90
'1:41:4', 22.90
'1:41:6', 22.80
'1:41:8', 22.80
'1:41:10', 22.80
'1:41:12', 22.90
'1:41:15', 22.80
'1:41:17', 22.80
'1:41:19', 22.80
'1:41:21', 22.80
'1:41:23', 22.80
'1:41:25', 22.80
'1:41:27', 22.80
'1:41:29', 22.80
'1:41:32', 22.80
'1:41:34', 22.80
'1:41:36', 22.80
'1:41:38', 22.80
'1:41:40', 22.80
'1:41:42', 22.80
'1:41:44', 22.80
'1:41:47', 22.80
'1:41:49', 22.80
'1:41:51', 22.80
'1:41:53', 22.80
'1:41:55', 22.80
'1:41:57', 22.80
'1:41:59', 22.80
'1:42:1', 22.80
'1:42:4', 22.80
'1:42:6', 22.70
'1:42:8', 22.80
'1:42:10', 22.80
'1:42:12', 22.80
'1:42:14', 22.80
'1:42:16', 22.80
'1:42:19', 22.80
'1:42:21', 22.80
'1:42:23', 22.80
'1:42:25', 22.80
'1:42:27', 22.80
'1:42:29', 22.80
'1:42:31', 22.80
'1:42:33', 22.80
'1:42:36', 22.80
'1:42:38', 22.80
'1:42:40', 22.80
'1:42:42', 22.80
'1:42:44', 22.80
'1:42:46', 22.80
'1:42:48', 23.00
'1:42:50', 22.80
'1:42:53', 22.80
'1:42:55', 22.80
'1:42:57', 22.80
'1:42:59', 22.80
'1:43:1', 22.80
'1:43:3', 22.80
'1:43:5', 22.80
'1:43:8', 22.80
'1:43:10', 22.80
'1:43:12', 22.80
'1:43:14', 22.80
'1:43:16', 22.80
'1:43:18', 22.80
'1:43:20', 22.80
'1:43:22', 22.80
'1:43:25', 22.80
'1:43:27', 22.80
'1:43:29', 22.90
'1:43:31', 22.80
'1:43:33', 22.80
'1:43:35', 22.80
'1:43:37', 22.80
'1:43:40', 22.80
'1:43:42', 22.80
'1:43:44', 22.80
'1:43:46', 22.80
'1:43:48', 22.80
'1:43:50', 22.80
'1:43:52', 22.80
'1:43:54', 22.80
'1:43:57', 22.80
'1:43:59', 22.80
'1:44:1', 22.80
'1:44:3', 22.80
'1:44:5', 22.80
'1:44:7', 22.80
'1:44:9', 22.80
'1:44:11', 22.80
'1:44:14', 22.80
'1:44:16', 22.80
'1:44:18', 22.80
'1:44:20', 22.80
'1:44:22', 22.80
'1:44:24', 22.80
'1:44:26', 22.80
'1:44:28', 22.80
'1:44:31', 22.80
'1:44:33', 22.80
'1:44:35', 22.80
'1:44:37', 22.80
'1:44:39', 22.80
'1:44:41', 22.80
'1:44:43', 22.80
'1:44:46', 22.80
'1:44:48', 22.80
'1:44:50', 22.80
'1:44:52', 22.80
'1:44:54', 22.80
'1:44:56', 22.80
'1:44:58', 22.80
'1:45:0', 22.80
'1:45:3', 22.80
'1:45:5', 22.80
'1:45:7', 22.80
'1:45:9', 22.80
'1:45:11', 22.80
'1:45:13', 22.80
'1:45:15', 22.80
'1:45:18', 22.80
'1:45:20', 22.80
'1:45:22', 22.80
'1:45:24', 22.80
'1:45:26', 22.80
'1:45:28', 22.80
'1:45:30', 22.80
'1:45:32', 22.80
'1:45:35', 22.80
'1:45:37', 22.80
'1:45:39', 22.80
'1:45:41', 22.80
'1:45:43', 22.80
'1:45:45', 22.80
'1:45:47', 22.80
'1:45:49', 22.80
'1:45:52', 22.80
'1:45:54', 22.80
'1:45:56', 22.80
'1:45:58', 22.80
'1:46:0', 22.80
'1:46:2', 22.70
'1:46:4', 22.80
'1:46:7', 22.80
'1:46:9', 22.80
'1:46:11', 22.80
'1:46:13', 22.80
'1:46:15', 22.80
'1:46:17', 22.80
'1:46:19', 22.80
'1:46:21', 22.80
'1:46:24', 22.80
'1:46:26', 22.80
'1:46:28', 22.80
'1:46:30', 22.80
'1:46:32', 22.80
'1:46:34', 22.80
'1:46:36', 22.80
'1:46:38', 22.80
'1:46:41', 22.80
'1:46:43', 22.80
'1:46:45', 22.80
'1:46:47', 22.70
'1:46:49', 22.70
'1:46:51', 22.80
'1:46:53', 22.80
'1:46:56', 22.80
'1:46:58', 22.80
'1:47:0', 22.80
'1:47:2', 22.80
'1:47:4', 22.80
'1:47:6', 22.80
'1:47:8', 22.80
'1:47:10', 22.80
'1:47:13', 22.80
'1:47:15', 22.80
'1:47:17', 22.80
'1:47:19', 22.80
'1:47:21', 22.80
'1:47:23', 22.80
'1:47:25', 22.80
'1:47:27', 22.80
'1:47:30', 22.80
'1:47:32', 22.80
'1:47:34', 22.80
'1:47:36', 22.80
'1:47:38', 22.80
'1:47:40', 22.70
'1:47:42', 22.80
'1:47:45', 22.80
'1:47:47', 22.80
'1:47:49', 22.80
'1:47:51', 22.80
'1:47:53', 22.80
'1:47:55', 22.80
'1:47:57', 22.80
'1:47:59', 22.80
'1:48:2', 22.80
'1:48:4', 22.80
'1:48:6', 22.80
'1:48:8', 22.80
'1:48:10', 22.80
'1:48:12', 22.80
'1:48:14', 22.80
'1:48:16', 22.80
'1:48:19', 22.80
'1:48:21', 22.80
'1:48:23', 22.80
'1:48:25', 22.80
'1:48:27', 22.80
'1:48:29', 22.70
'1:48:31', 22.80
'1:48:34', 22.80
'1:48:36', 22.80
'1:48:38', 22.80
'1:48:40', 22.80
'1:48:42', 22.80
'1:48:44', 22.80
'1:48:46', 22.80
'1:48:48', 22.80
'1:48:51', 22.80
'1:48:53', 22.80
'1:48:55', 22.80
'1:48:57', 22.80
'1:48:59', 22.80
'1:49:1', 22.80
'1:49:3', 22.80
'1:49:6', 22.80
'1:49:8', 22.80
'1:49:10', 22.80
'1:49:12', 22.80
'1:49:14', 22.80
'1:49:16', 22.80
'1:49:18', 22.80
'1:49:20', 22.80
'1:49:23', 22.80
'1:49:25', 22.70
'1:49:27', 22.80
'1:49:29', 22.80
'1:49:31', 22.80
'1:49:33', 22.80
'1:49:35', 22.80
'1:49:37', 22.80
'1:49:40', 22.80
'1:49:42', 22.80
'1:49:44', 22.80
'1:49:46', 22.80
'1:49:48', 22.80
'1:49:50', 22.70
'1:49:52', 22.80
'1:49:55', 22.80
'1:49:57', 22.80
'1:49:59', 22.80
'1:50:1', 22.80
'1:50:3', 22.80
'1:50:5', 22.80
'1:50:7', 22.80
'1:50:9', 22.80
'1:50:12', 22.80
'1:50:14', 22.80
'1:50:16', 22.80
'1:50:18', 22.80
'1:50:20', 22.80
'1:50:22', 22.80
'1:50:24', 22.80
'1:50:26', 22.80
'1:50:29', 22.80
'1:50:31', 22.80
'1:50:33', 22.80
'1:50:35', 22.80
'1:50:37', 22.80
'1:50:39', 22.70
'1:50:41', 22.80
'1:50:44', 22.80
'1:50:46', 22.70
'1:50:48', 22.80
'1:50:50', 22.80
'1:50:52', 22.80
'1:50:54', 22.80
'1:50:56', 22.80
'1:50:58', 22.80
'1:51:1', 22.80
'1:51:3', 22.80
'1:51:5', 22.80
'1:51:7', 22.80
'1:51:9', 22.80
'1:51:11', 22.80
'1:51:13', 22.80
'1:51:15', 22.80
'1:51:18', 22.80
'1:51:20', 22.80
'1:51:22', 22.80
'1:51:24', 22.80
'1:51:26', 22.80
'1:51:28', 22.80
'1:51:30', 22.80
'1:51:33', 22.80
'1:51:35', 22.80
'1:51:37', 22.80
'1:51:39', 22.80
'1:51:41', 22.80
'1:51:43', 22.80
'1:51:45', 22.80
'1:51:47', 22.80
'1:51:50', 22.80
'1:51:52', 22.80
'1:51:54', 22.80
'1:51:56', 22.80
'1:51:58', 22.80
'1:52:0', 22.80
'1:52:2', 22.80
'1:52:4', 22.80
'1:52:7', 22.80
'1:52:9', 22.80
'1:52:11', 22.80
'1:52:13', 22.80
'1:52:15', 22.80
'1:52:17', 22.80
'1:52:19', 22.80
'1:52:22', 22.80
'1:52:24', 22.80
'1:52:26', 22.80
'1:52:28', 22.80
'1:52:30', 22.80
'1:52:32', 22.80
'1:52:34', 22.80
'1:52:36', 22.80
'1:52:39', 22.80
'1:52:41', 22.70
'1:52:43', 22.80
'1:52:45', 22.80
'1:52:47', 22.80
'1:52:49', 22.80
'1:52:51', 22.80
'1:52:54', 22.80
'1:52:56', 22.80
'1:52:58', 22.80
'1:53:0', 22.80
'1:53:2', 22.80
'1:53:4', 22.80
'1:53:6', 22.80
'1:53:8', 22.80
'1:53:11', 22.80
'1:53:13', 22.80
'1:53:15', 22.80
'1:53:17', 22.80
'1:53:19', 22.70
'1:53:21', 22.80
'1:53:23', 22.80
'1:53:25', 22.80
'1:53:28', 22.80
'1:53:30', 22.80
'1:53:32', 22.80
'1:53:34', 22.80
'1:53:36', 22.80
'1:53:38', 22.80
'1:53:40', 22.80
'1:53:42', 22.80
'1:53:45', 22.70
'1:53:47', 22.80
'1:53:49', 22.80
'1:53:51', 22.70
'1:53:53', 22.80
'1:53:55', 22.80
'1:53:57', 22.80
'1:54:0', 22.80
'1:54:2', 22.80
'1:54:4', 22.80
'1:54:6', 22.80
'1:54:8', 22.80
'1:54:10', 22.80
'1:54:12', 22.80
'1:54:14', 22.80
'1:54:17', 22.80
'1:54:19', 22.80
'1:54:21', 22.80
'1:54:23', 22.80
'1:54:25', 22.80
'1:54:27', 22.80
'1:54:29', 22.80
'1:54:32', 22.70
'1:54:34', 22.80
'1:54:36', 22.70
'1:54:38', 22.80
'1:54:40', 22.80
'1:54:42', 22.80
'1:54:44', 22.80
'1:54:46', 22.80
'1:54:49', 22.80
'1:54:51', 22.80
'1:54:53', 22.80
'1:54:55', 22.80
'1:54:57', 22.80
'1:54:59', 22.80
'1:55:1', 22.80
'1:55:3', 22.80
'1:55:6', 22.80
'1:55:8', 22.80
'1:55:10', 22.80
'1:55:12', 22.80
'1:55:14', 22.80
'1:55:16', 22.80
'1:55:18', 22.80
'1:55:21', 22.80
'1:55:23', 22.80
'1:55:25', 22.80
'1:55:27', 22.80
'1:55:29', 22.80
'1:55:31', 22.80
'1:55:33', 22.80
'1:55:35', 22.80
'1:55:38', 22.80
'1:55:40', 22.80
'1:55:42', 22.80
'1:55:44', 22.80
'1:55:46', 22.80
'1:55:48', 22.80
'1:55:50', 22.80
'1:55:52', 22.70
'1:55:55', 22.80
'1:55:57', 22.70
'1:55:59', 22.80
'1:56:1', 22.80
'1:56:3', 22.80
'1:56:5', 22.70
'1:56:7', 22.80
'1:56:10', 22.80
'1:56:12', 22.80
'1:56:14', 22.70
'1:56:16', 22.80
'1:56:18', 22.80
'1:56:20', 22.70
'1:56:22', 22.80
'1:56:24', 22.70
'1:56:27', 22.80
'1:56:29', 22.70
'1:56:31', 22.80
'1:56:33', 22.80
'1:56:35', 22.80
'1:56:37', 22.80
'1:56:39', 22.70
'1:56:41', 22.70
'1:56:44', 22.70
'1:56:46', 22.70
'1:56:48', 22.70
'1:56:50', 22.80
'1:56:52', 22.80
'1:56:54', 22.80
'1:56:56', 22.80
'1:56:59', 22.80
'1:57:1', 22.70
'1:57:3', 22.70
'1:57:5', 22.70
'1:57:7', 22.70
'1:57:9', 22.70
'1:57:11', 22.70
'1:57:13', 22.70
'1:57:16', 22.70
'1:57:18', 22.70
'1:57:20', 22.70
'1:57:22', 22.70
'1:57:24', 22.70
'1:57:26', 22.70
'1:57:28', 22.70
'1:57:30', 22.70
'1:57:33', 22.70
'1:57:35', 22.70
'1:57:37', 22.70
'1:57:39', 22.70
'1:57:41', 22.70
'1:57:43', 22.70
'1:57:45', 22.70
'1:57:48', 22.70
'1:57:50', 22.70
'1:57:52', 22.80
'1:57:54', 22.70
'1:57:56', 22.70
'1:57:58', 22.70
'1:58:0', 22.70
'1:58:3', 22.70
'1:58:5', 22.70
'1:58:7', 22.70
'1:58:9', 22.70
'1:58:11', 22.70
'1:58:13', 22.70
'1:58:15', 22.80
'1:58:17', 22.70
'1:58:20', 22.70
'1:58:22', 22.70
'1:58:24', 22.70
'1:58:26', 22.70
'1:58:28', 22.70
'1:58:30', 22.70
'1:58:32', 22.70
'1:58:34', 22.70
'1:58:37', 22.80
'1:58:39', 22.70
'1:58:41', 22.70
'1:58:43', 22.70
'1:58:45', 22.70
'1:58:47', 22.70
'1:58:49', 22.70
'1:58:52', 22.70
'1:58:54', 22.80
'1:58:56', 22.70
'1:58:58', 22.70
'1:59:0', 22.70
'1:59:2', 22.70
'1:59:4', 22.80
'1:59:6', 22.70
'1:59:9', 22.70
'1:59:11', 22.70
'1:59:13', 22.70
'1:59:15', 22.70
'1:59:17', 22.70
'1:59:19', 22.70
'1:59:21', 22.70
'1:59:23', 22.70
'1:59:26', 22.70
'1:59:28', 22.70
'1:59:30', 22.70
'1:59:32', 22.70
'1:59:34', 22.70
'1:59:36', 22.70
'1:59:38', 22.70
'1:59:41', 22.70
'1:59:43', 22.70
'1:59:45', 22.70
'1:59:47', 22.70
'1:59:49', 22.70
'1:59:51', 22.80
'1:59:53', 22.80
'1:59:55', 22.70
'1:59:58', 22.70
'2:0:0', 22.70
'2:0:2', 22.70
'2:0:4', 22.70
'2:0:6', 22.70
'2:0:8', 22.70
'2:0:10', 22.70
'2:0:12', 22.60
'2:0:15', 22.70
'2:0:17', 22.70
'2:0:19', 22.70
'2:0:21', 22.70
'2:0:23', 22.70
'2:0:25', 22.70
'2:0:27', 22.70
'2:0:29', 22.70
'2:0:32', 22.70
'2:0:34', 22.70
'2:0:36', 22.70
'2:0:38', 22.70
'2:0:40', 22.70
'2:0:42', 22.70
'2:0:44', 22.70
'2:0:47', 22.70
'2:0:49', 22.70
'2:0:51', 22.70
'2:0:53', 22.70
'2:0:55', 22.70
'2:0:57', 22.70
'2:0:59', 22.80
'2:1:1', 22.70
'2:1:4', 22.70
'2:1:6', 22.70
'2:1:8', 22.70
'2:1:10', 22.70
'2:1:12', 22.70
'2:1:14', 22.70
'2:1:16', 22.70
'2:1:18', 22.70
'2:1:21', 22.70
'2:1:23', 22.70
'2:1:25', 22.70
'2:1:27', 22.70
'2:1:29', 22.70
'2:1:31', 22.70
'2:1:33', 22.70
'2:1:36', 22.70
'2:1:38', 22.70
'2:1:40', 22.70
'2:1:42', 22.70
'2:1:44', 22.70
'2:1:46', 22.70
'2:1:48', 22.70
'2:1:50', 22.70
'2:1:53', 22.70
'2:1:55', 22.70
'2:1:57', 22.70
'2:1:59', 22.70
'2:2:1', 22.70
'2:2:3', 22.70
'2:2:5', 22.80
'2:2:7', 22.70
'2:2:10', 22.70
'2:2:12', 22.70
'2:2:14', 22.70
'2:2:16', 22.70
'2:2:18', 22.70
'2:2:20', 22.70
'2:2:22', 22.70
'2:2:24', 22.70
'2:2:27', 22.70
'2:2:29', 22.70
'2:2:31', 22.70
'2:2:33', 22.70
'2:2:35', 22.70
'2:2:37', 22.70
'2:2:39', 22.70
'2:2:42', 22.70
'2:2:44', 22.70
'2:2:46', 22.70
'2:2:48', 22.70
'2:2:50', 22.70
'2:2:52', 22.70
'2:2:54', 22.80
'2:2:56', 22.70
'2:2:59', 22.70
'2:3:1', 22.70
'2:3:3', 22.70
'2:3:5', 22.70
'2:3:7', 22.70
'2:3:9', 22.80
'2:3:11', 22.70
'2:3:13', 22.70
'2:3:16', 22.70
'2:3:18', 22.70
'2:3:20', 22.70
'2:3:22', 22.70
'2:3:24', 22.70
'2:3:26', 22.70
'2:3:28', 22.70
'2:3:31', 22.70
'2:3:33', 22.70
'2:3:35', 22.70
'2:3:37', 22.70
'2:3:39', 22.70
'2:3:41', 22.70
'2:3:43', 22.70
'2:3:45', 22.70
'2:3:48', 22.80
'2:3:50', 22.70
'2:3:52', 22.70
'2:3:54', 22.70
'2:3:56', 22.70
'2:3:58', 22.70
'2:4:0', 22.60
'2:4:2', 22.70
'2:4:5', 22.70
'2:4:7', 22.70
'2:4:9', 22.70
'2:4:11', 22.70
'2:4:13', 22.70
'2:4:15', 22.80
'2:4:17', 22.70
'2:4:19', 22.70
'2:4:22', 22.70
'2:4:24', 22.70
'2:4:26', 22.70
'2:4:28', 22.70
'2:4:30', 22.70
'2:4:32', 22.70
'2:4:34', 22.70
'2:4:36', 22.70
'2:4:39', 22.70
'2:4:41', 22.70
'2:4:43', 22.70
'2:4:45', 22.70
'2:4:47', 22.70
'2:4:49', 22.70
'2:4:51', 22.70
'2:4:54', 22.70
'2:4:56', 22.70
'2:4:58', 22.70
'2:5:0', 22.70
'2:5:2', 22.70
'2:5:4', 22.70
'2:5:6', 22.70
'2:5:8', 22.70
'2:5:11', 22.70
'2:5:13', 22.70
'2:5:15', 22.70
'2:5:17', 22.70
'2:5:19', 22.80
'2:5:21', 22.70
'2:5:23', 22.70
'2:5:25', 22.70
'2:5:28', 22.70
'2:5:30', 22.70
'2:5:32', 22.70
'2:5:34', 22.70
'2:5:36', 22.70
'2:5:38', 22.70
'2:5:40', 22.70
'2:5:43', 22.70
'2:5:45', 22.70
'2:5:47', 22.70
'2:5:49', 22.70
'2:5:51', 22.70
'2:5:53', 22.70
'2:5:55', 22.70
'2:5:57', 22.70
'2:6:0', 22.70
'2:6:2', 22.70
'2:6:4', 22.80
'2:6:6', 22.70
'2:6:8', 22.70
'2:6:10', 22.70
'2:6:12', 22.60
'2:6:14', 22.70
'2:6:17', 22.70
'2:6:19', 22.70
'2:6:21', 22.70
'2:6:23', 22.70
'2:6:25', 22.70
'2:6:27', 22.70
'2:6:29', 22.70
'2:6:31', 22.70
'2:6:34', 22.70
'2:6:36', 22.70
'2:6:38', 22.70
'2:6:40', 22.70
'2:6:42', 22.70
'2:6:44', 22.70
